! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                            NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
10.322630                Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.505475                alpha0      ! 0-lift angle of attack, depends on airfoil.
14.242424                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-14.242424               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
8.673513                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.978142                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-0.981388                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.008808                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.100639                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
200                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  1.00000000000000e-02  0.00000000000000e+00
-1.77000000000000e+02  1.67592776565542e-01  1.00000000000000e-02  1.19046043062799e-01
-1.74000000000000e+02  3.37061871968946e-01  1.00000000000000e-02  2.39454976761046e-01
-1.71000000000000e+02  5.06528900271383e-01  1.00000000000000e-02  3.59863910459292e-01
-1.68000000000000e+02  6.75615568786555e-01  2.05615713724942e-02  3.90744975134529e-01
-1.65000000000000e+02  8.44512245725219e-01  3.64204101559333e-02  3.76863014817366e-01
-1.62000000000000e+02  1.01340888030401e+00  5.22999984407233e-02  3.62981053707461e-01
-1.59000000000000e+02  1.13675370513547e+00  8.41471814810006e-02  3.51430096853738e-01
-1.56000000000000e+02  1.16894191755510e+00  1.47900058337638e-01  3.44547875697685e-01
-1.53000000000000e+02  1.20113012769858e+00  2.11672323026137e-01  3.37664958284816e-01
-1.50000000000000e+02  1.23331848348853e+00  2.75499275952810e-01  3.30781065068099e-01
-1.47000000000000e+02  1.16197178391214e+00  3.54640819297172e-01  3.09131031408377e-01
-1.44000000000000e+02  1.09062507536612e+00  4.33137991664174e-01  2.87475557033435e-01
-1.41000000000000e+02  1.01927835289557e+00  5.11635164031176e-01  2.65786273247168e-01
-1.38000000000000e+02  9.57145219768497e-01  5.93903557967954e-01  2.55904777582509e-01
-1.35000000000000e+02  8.99617038696450e-01  6.78057561727130e-01  2.51863227702529e-01
-1.32000000000000e+02  8.42088849606470e-01  7.62211565486306e-01  2.47957793106512e-01
-1.29000000000000e+02  7.84512599645975e-01  8.45003865697324e-01  2.46480627725097e-01
-1.26000000000000e+02  7.26840045567975e-01  9.25072758116764e-01  2.49768341364206e-01
-1.23000000000000e+02  6.69167469003930e-01  1.00514165053621e+00  2.53053701464837e-01
-1.20000000000000e+02  6.11494851714451e-01  1.08521054295565e+00  2.56336706382084e-01
-1.17000000000000e+02  5.50382720379344e-01  1.15200993045496e+00  2.61471023985627e-01
-1.14000000000000e+02  4.89271317564077e-01  1.21880931472260e+00  2.66605233118328e-01
-1.11000000000000e+02  4.28159863408922e-01  1.28560869899025e+00  2.71739394424253e-01
-1.08000000000000e+02  3.65969316155040e-01  1.33853932958225e+00  2.75736014821113e-01
-1.05000000000000e+02  3.03238986609080e-01  1.38453557042986e+00  2.79163666954834e-01
-1.02000000000000e+02  2.40508404425666e-01  1.43053181127746e+00  2.82591151095869e-01
-9.90000000000000e+01  1.78819375062982e-01  1.46793034668990e+00  2.84626480779612e-01
-9.60000000000000e+01  1.19214526356659e-01  1.48813342606564e+00  2.83878133421079e-01
-9.30000000000000e+01  5.96092317484376e-02  1.50833650544139e+00  2.83129428405150e-01
-9.00000000000000e+01  1.16754147222432e-07  1.52853966152682e+00  2.82380575485048e-01
-8.70000000000000e+01 -5.96070790448175e-02  1.50833653621918e+00  2.73347117051506e-01
-8.40000000000000e+01 -1.19218147741801e-01  1.48813345684344e+00  2.64313692913503e-01
-8.10000000000000e+01 -1.78828863906616e-01  1.46793037746769e+00  2.55280337257865e-01
-7.80000000000000e+01 -2.40515997734634e-01  1.43053188108719e+00  2.44008309889621e-01
-7.50000000000000e+01 -3.03240691844871e-01  1.38453564047101e+00  2.31616995426479e-01
-7.20000000000000e+01 -3.65965192617699e-01  1.33853939985482e+00  2.19225764128382e-01
-6.90000000000000e+01 -4.28154173425549e-01  1.28560878558810e+00  2.06486865608208e-01
-6.60000000000000e+01 -4.89271157248439e-01  1.21880935474965e+00  1.93076469088938e-01
-6.30000000000000e+01 -5.50388069132781e-01  1.15200992391120e+00  1.79725426860116e-01
-6.00000000000000e+01 -6.11504942525732e-01  1.08521047929213e+00  1.66374385698725e-01
-5.70000000000000e+01 -6.69173764763549e-01  1.00514158651350e+00  1.54217859862235e-01
-5.40000000000000e+01 -7.26842902807578e-01  9.25072693691081e-01  1.42061334029763e-01
-5.10000000000000e+01 -7.84512034977618e-01  8.45003800868662e-01  1.29904808197290e-01
-4.80000000000000e+01 -8.42089087330456e-01  7.62211497234744e-01  1.19583590964805e-01
-4.50000000000000e+01 -8.99620048859076e-01  6.78057493475568e-01  1.10180024792001e-01
-4.20000000000000e+01 -9.57151010181294e-01  5.93903489716392e-01  1.00776458619196e-01
-3.90000000000000e+01 -1.01928641117517e+00  5.11635100382262e-01  9.21988231822373e-02
-3.60000000000000e+01 -1.09063040825958e+00  4.33137928015261e-01  8.52543883507762e-02
-3.30000000000000e+01 -1.16197440528064e+00  3.54640755648259e-01  7.83006277726433e-02
-3.00000000000000e+01 -1.23331840169505e+00  2.75499143994730e-01  7.13422812947842e-02
-2.93939393939394e+01 -1.23820968300272e+00  2.64562933335093e-01  6.70374173768869e-02
-2.87878787878788e+01 -1.24303199860651e+00  2.53626859111574e-01  6.27320284904859e-02
-2.81818181818182e+01 -1.24775977420621e+00  2.42690883916465e-01  5.84260433415800e-02
